Site Number ,Site Type,Site Status,Primary Descriptor
709310302,Primary,Active,"Deagon Deviation, Brighton"
709310303,Primary,Active,"Craig St, Brighton"
709310401,Primary,Active,"Beaconsfield Tce, Brighton"
709310801,School,Active,"North Rd, Brighton"
709310901,Primary,Active,"Beaconsfield Tce, Brighton"
709310902,Primary,Active,"Hornibrook Hwy, Brighton"
709311401,Primary,Active,"Deagon Deviation, Brighton"
711440001,Primary,Active,"Warrego Hwy, Jondaryan"
711440002,Primary,Active,"Warrego Hwy, Jondaryan"
711450001,Primary,Active,"Warrego Hwy, Jondaryan"
711671901,Stake Holder,Active,"Mt Glorious Rd, Mt Glorious/England Creek "
711690001,Primary,Active,"Mt Samson Rd, Closeburn"
711690002,Primary,Active,"Mt Samson Rd, Yugar"
711690004,Primary,Active,"Cedar Creek Rd, Cedar Creek"
711700003,Primary,Active,"Bunya Rd, Draper"
711700005,Primary,Active,"Mt Samson Rd, Samford Valley"
711710501,Primary,Active,"Keong Rd, Albany Creek"
711710502,Primary,Active,"Sussex Dr, Albany Creek"
711710503,Primary,Active,"Folkstone Ave, Albany Creek"
711710901,Primary,Active,"South Pine Rd, Albany Creek"
711710902,Primary,Active,"South Pine Rd, Eatons Hill/Brendale"
711710903,Primary,Active,"Albany Creek Rd, Albany Creek"
711711001,Primary,Active,"Albany Creek Rd, Albany Creek"
711711002,School,Active,"Albany Creek Rd, Albany Creek"
711711003,Public Complaint,Active,"Leitchs Rd S, Albany Creek"
711711201,Public Complaint,Active,"Eden Dr, Eatons Hill"
711711303,Primary,Active,"Queen Elizabeth Dr, Eatons Hill"
711711901,Primary,Active,"Old North Rd, Brendale"
711712401,Primary,Active,"Old North Rd, Brendale"
711712501,Primary,Active,"Kremzow Rd, Brendale"
711720101,Primary,Active,"Albany Creek Rd, Bridgeman Downs"
711720201,Primary,Active,"Graham Rd, Bridgeman Downs"
711720301,Primary,Active,"Ridley Rd, Bridgeman Downs"
711720402,Primary,Active,"Gympie Rd, Carseldine"
711720701,Primary,Active,"Neville Rd, Bridgeman Downs"
711720901,Primary,Active,"Gympie Rd, Carseldine"
711720902,Primary,Active,"Gympie Rd, Carseldine"
711721001,Stake Holder,Active,"Dorville Rd, Carseldine"
711721201,Primary,Active,"Roghan Rd, Bridgeman Downs"
711721202,Primary,Active,"Linkfield Rd, Brendale"
711721301,Primary,Active,"Linkfield Rd, Bridgeman Downs"
711721401,Primary,Active,"Lacey Rd, Carseldine"
711721402,Primary,Active,"Linkfield Rd, Bald Hills/Carseldine"
711721403,Primary,Active,"Gympie Arterial Rd, Bald Hills"
711721404,Primary,Active,"Gympie Rd, Bald Hills / Bridgeman Downs"
711721501,Primary,Active,"Norris Rd, Bracken Ridge"
711721601,Primary,Active,"Leitchs Rd, Brendale"
711721602,Primary,Active,"Strathwyn St, Brendale"
711721603,Primary,Active,"South Pine Rd, Brendale"
711721604,Primary,Active,"South Pine Rd, Brendale"
711721605,Primary,Active,"Terrence Rd, Brendale"
711722001,Stake Holder,Active,"Barbour Rd, Bracken Ridge"
711722002,Primary,Active,"Norris Rd, Bracken Ridge"
711722101,Primary,Active,"Kremzow Rd, Brendale"
711722202,Primary,Active,"South Pine Rd, Brendale"
711722301,Primary,Active,"Gympie Rd, Strathpine"
711722401,Primary,Active,"Bald Hills Rd, Bald Hills"
711722402,Primary,Active,"Gympie Arterial Rd, Bald Hills"
711722403,Primary,Active,"Strathpine Rd, Bald Hills"
711722501,Primary,Active,"Hoyland St, Bracken Ridge"
711722502,Primary,Active,"Bracken Ridge Rd, Bracken Ridge"
711722503,Primary,Active,"Bracken Ridge Rd, Bracken Ridge"
711730101,Primary,Active,"Beams Rd, Taigum/Zillmere"
711730201,Primary,Active,"Church Rd, Taigum"
711730202,Primary,Active,"Handford Rd, Taigum"
711730301,Primary,Active,"Muller Rd, Taigum/Boondall"
711730302,Primary,Active,"Beams Rd, Taigum/Zillmere"
711730401,Stake Holder,Active,"Lyndhurst Rd, Boondall"
711730402,Primary,Active,"Sandgate Rd, Boondall"
711730403,Primary,Active,"Sandgate Rd, Boondall"
711730501,Primary,Active,"Gateway Mwy, Boondall"
711730701,Primary,Active,"Lemke Rd, Taigum"
711730801,Primary,Active,"Roghan Rd, Taigum"
711730901,Primary,Active,"Sandgate Rd, Boondall"
711730902,Primary,Active,"Gateway Mwy, Boondall"
711730903,Primary,Active,"Gateway Mwy, Boondall"
711731101,Stake Holder,Active,"Phillips St, Bracken Ridge"
711731102,Primary,Active,"Telegraph Rd, Fitzgibbon"
711731103,Primary,Active,"Telegraph Rd, Fitzgibbon"
711731201,Primary,Active,"Telegraph Rd, Fitzgibbon"
711731202,Primary,Active,"Telegraph Rd, Fitzgibbon"
711731203,Primary,Active,"Denham St, Bracken Ridge"
711731301,Primary,Active,"Braun St, Deagon"
711731302,Primary,Active,"Braun St, Deagon"
711731303,Primary,Active,"Gateway Mwy, Deagon"
711731304,Primary,Active,"Board St, Deagon"
711731401,Primary,Active,"Loftus St, Deagon"
711731601,School,Active,"Norris Rd, Bracken Ridge"
711731701,School,Active,"Denham St, Bracken Ridge"
711731801,Primary,Active,"Gateway Mwy, Sandgate"
711731802,Primary,Active,"Gateway Mwy, Deagon"
711731901,Stake Holder,Active,"Kempster St, Sandgate"
711731902,Primary,Active,"Board St, Deagon"
711732001,Primary,Active,"Rainbow St, Sandgate"
711732101,Primary,Active,"Gawain Rd, Bracken Ridge"
711732102,Primary,Active,"Gawain Rd, Bracken Ridge"
711732104,Primary,Active,"Norris Rd, Bracken Ridge"
711732105,Primary,Active,"Bracken Ridge Rd, Bracken Ridge"
711732106,Primary,Active,"Bracken Ridge Rd, Bracken Ridge"
711732301,Primary,Active,"Baskerville St, Brighton"
711732401,Primary,Active,"Wakefield St, Sandgate"
711732402,Primary,Active,"Brighton Tce, Sandgate"
711732403,Primary,Active,"Deagon St, Sandgate"
713940901,School,Active,"Meringandan-Shirley Rd, Meringandan West"
713960001,Primary,Active,"New England Hwy, Cabarlah"
713960002,School,Active,"New England Hwy, Geham"
714120001,Primary,Active,"Mt Nebo Rd, Enoggera Reservoir"
714120002,Primary,Active,"Mt Glorious Rd, Highvale"
714120601,Primary,Active,"Mt Nebo Rd, Mt Nebo"
714140001,Primary,Active,"Samford Rd, Ferny Hills"
714140501,Primary,Active,"Archdale Rd, Ferny Grove"
714141601,Primary,Active,"Samford Rd, Samford Village"
714141602,Primary,Active,"Mt Glorious Rd, Samford Village"
714150101,Primary,Active,"Gordon Rd, Ferny Hills"
714150201,Primary,Active,"Plucks Rd, Arana Hills"
714150301,Primary,Active,"Patricks Rd, Arana Hills"
714150302,School,Active,"Dawson Pde, Keperra"
714150303,Primary,Active,"Dawson Pde, Keperra"
714150401,Primary,Active,"Pimelea St, Everton Hills"
714150501,Primary,Active,"Camelia Ave, Everton Hills"
714150701,Primary,Active,"Caesar Rd, Ferny Hills"
714150801,Primary,Active,"Plucks Rd, Arana Hills"
714151201,Primary,Active,"Jinker Trk, Bunya"
714151202,Primary,Active,"Bunya Rd, Bunya/Ferny Hills"
714151501,Primary,Active,"Old Northern Rd, Bunya/McDowall"
